CallingNumber,CalledNumber,CallDate,Day,CallTime,CallDuration,CallerCity,CallerPostCode,CallerSurname,CallerForename,CalledCity,CalledPostCode,CalledSurname,CalledForename
324450000000,325222000000,1/22/2016,6,12:16:47 PM,1:00,Brussels,1083,HUDLEY,ANTI,Frankfurt,60316,GRAHAM,LISA
324403000000,325222000000,3/14/2016,2,9:26:55 AM,55:00:00,Brussels,1000,ERIBENE,FAYES,Stockholm,112 57,WILLIAMSON,AMBER
324406000000,325223000000,1/13/2016,4,3:50:47 AM,23:00,Brussels,1000,DIARALAL,SHRISH,Moscow,105077,CLARK,HASAN
324468000000,325223000000,8/12/2017,7,8:29:26 PM,6:00,Brussels,1000,ELSER,JAKUAS,Riga,1004,CLARK,SYLVIA
324462000000,325223000000,2/16/2017,5,3:52:48 AM,19:00,Brussels,1000,DIARALAL,RUSHPAL,Riga,1004,GRAHAM,JESSIE
324479000000,325223000000,11/12/2016,7,3:20:06 AM,56:00:00,Brussels,1040,ANISIOBI,RABZENA,Oslo,150,MARTIN,ANISA
324417000000,325223000000,4/7/2016,5,11:56:08 AM,40:00:00,Brussels,1040,LONAA,PHILHAMENA,Moscow,105120,DREW,CIARAN
324419000000,325223000000,1/31/2017,3,2:48:18 PM,26:00:00,Brussels,1040,GLACKLIN,KIRRANDIP,Birmingham,B5 5TR,ARMSTRONG,LACEY
324444000000,325223000000,4/22/2016,6,5:51:32 AM,1:00,Brussels,1000,DUCA,KULMINDER,Frankfurt,60313,CLARK,YASIN
324440000000,325223000000,7/3/2017,2,7:29:03 PM,52:00:00,Brussels,1040,HAMTONN,SHAEM PULISH,Birmingham,B5 5TR,ROGERS,SYLVIA
324493000000,325223000000,1/15/2016,6,7:30:18 PM,54:00:00,Brussels,1083,LEMLER,NESHAM,Birmingham,B5 4RT,SHELTON,LACEY
324496000000,325223000000,11/10/2017,6,5:00:18 AM,41:00:00,Brussels,1083,MCGENITY,RAOVARINDER,Moscow,105077,DREW,FELIX
324438000000,325223000000,1/9/2017,2,10:08:52 PM,43:00:00,Brussels,1000,LARDY,LEHR,Stockholm,113 53,WILLIAMSON,HUGA
324432000000,325223000000,1/13/2017,6,12:42:17 AM,1:00,Brussels,1000,SIMBO,BHAVARRA,Moscow,105120,ROGERS,LUCIA
324489000000,325223000000,6/19/2017,2,1:47:55 AM,9:00,Brussels,1040,GEGGA,ENGRICIA,Frankfurt,60433,GRAHAM,YASIN
329227000000,325223000000,4/16/2017,1,6:23:04 PM,18:00,Brussels,1110,BOLENBACH,VIKY-KASE,Turin,10138,WEAVER,ESME
329229000000,325223000000,11/8/2017,4,10:45:43 AM,40:00:00,Brussels,1000,CHINJI,TAEJJ,Turin,10121,CLARK,FELIX
329254000000,325223000000,9/27/2016,3,6:55:05 PM,29:00:00,Brussels,1000,LIPENCOT,KARWALJET,Prague,119 00,MCCOY,ABBY
329250000000,325223000000,10/25/2017,4,3:02:10 PM,58:00:00,Brussels,1000,LIPENCOT,ANKUSH,Birmingham,B4 6DZ,DREW,HASAN
329203000000,325223000000,8/20/2016,7,5:00:16 AM,42:00:00,Brussels,1110,BRACCEBRIDGE,SHABRINN,Prague,104 00,WEAVER,CIARAN
329206000000,325223000000,12/4/2017,2,7:22:14 PM,25:00:00,Brussels,1150,LANGELIER,WEYLIN,Prague,119 00,MCCOY,AMBER
329268000000,325223000000,7/14/2016,5,4:41:48 AM,30:00:00,Brussels,1000,SIMBO,BHAVARRA,Oslo,154,ARMSTRONG,KYE
329262000000,325223000000,11/14/2016,2,9:50:18 AM,38:00:00,Brussels,1000,XUN,BALALDISH,Prague,109 00,MCCOY,ABBY
329279000000,325222000000,3/5/2017,1,5:59:47 PM,38:00:00,Brussels,1000,GULEED,GING PAY,Riga,1004,WEAVER,CIARAN
329217000000,325222000000,1/28/2016,5,7:42:12 PM,3:00,Brussels,1000,GEHLING,IHRIG,Lyon,69005,CLARK,ANISA
329219000000,325222000000,5/9/2016,2,9:37:19 AM,32:00:00,Brussels,1000,DOONOHER,XYNIA,Moscow,105077,WEAVER,FELIX
329244000000,325222000000,8/27/2016,7,11:32:59 AM,1:00,Brussels,1000,BRYDON,KAVIKA,Turin,10125,WILLIAMSON,CIARAN
329240000000,325222000000,12/6/2016,3,3:27:22 PM,36:00:00,Brussels,1083,OCKWEL,NANAKJIT,Turin,10121,LAWRENCE,KYE
329293000000,325222000000,7/16/2017,1,9:38:53 PM,36:00:00,Brussels,1000,ROYDON,ALEWIAS,Turin,10138,MARTIN,FRANKIE
329296000000,325222000000,12/8/2016,5,9:31:50 AM,7:00,Brussels,1000,TUURGEON,MOSOROF,Stockholm,112 57,HALL,ANISA
329238000000,325222000000,9/20/2016,3,1:39:13 AM,39:00:00,Brussels,1000,DEALTRY,GARIKAI,Lyon,69005,DREW,YASIN
329232000000,325222000000,5/18/2017,5,5:25:51 PM,59:00:00,Brussels,1150,JOLLIFFE,DACIA,Turin,10121,LAWRENCE,ANISA
329289000000,325222000000,6/23/2017,6,1:30:30 AM,31:00:00,Brussels,1000,AKKUSHIEE,EZROON,Prague,101 00,GRAHAM,ESME
329527000000,325223000000,8/21/2016,1,11:20:54 PM,5:00,Brussels,1200,HODKINS-HITCHINS,BITA,Moscow,105043,MEYER,KYE
329529000000,325223000000,6/20/2017,3,1:22:04 AM,30:00:00,Brussels,1200,ASAH,HARJODH KINSEL,Lyon,69008,HALL,LISA
329554000000,325223000000,5/2/2017,3,1:59:38 AM,30:00:00,Brussels,1200,HODKINS-HITCHINS,OKATAKYIE,Stockholm,114 60,SHELTON,AMBER
329550000000,325223000000,9/16/2016,6,5:25:42 AM,7:00,Brussels,1000,DELAPANOSTA,IHRIG,Riga,1004,BIRD,HASAN
329503000000,325223000000,10/5/2017,5,12:32:47 AM,6:00,Brussels,1000,HEFTI,JUDE,Stockholm,111 29,MCCOY,AMBER
329506000000,325223000000,12/23/2017,7,2:19:03 AM,16:00,Brussels,1000,JARARIAN,KAYLIEGH,Oslo,159,MEYER,LACEY
329568000000,325222000000,1/24/2017,3,8:25:41 PM,10:00,Brussels,1170,BOGES,LEM,Frankfurt,60316,ARMSTRONG,HASAN
329562000000,325222000000,6/15/2016,4,5:52:20 PM,18:00,Brussels,1083,ALLHEJAJ,RAWAND,Riga,1004,HALL,JESSIE
329579000000,325222000000,1/1/2017,1,1:26:52 PM,54:00:00,Brussels,1040,BALDOCK,HOPTON,Oslo,10,MARTIN,LUCIA
329517000000,325222000000,2/28/2017,3,1:02:00 PM,11:00,Brussels,1120,DHEVAN,GUID,Birmingham,B2 4AY,BIRD,SYLVIA
329519000000,325222000000,5/17/2016,3,8:20:04 AM,0:00,Brussels,1201,SOIC,BENITA,Prague,101 00,MEYER,ZAKARIA
329544000000,325222000000,10/26/2016,4,5:53:40 AM,7:00,Brussels,1201,LOWARCH,BENITA,Oslo,154,WHEELER,LAYTON
329540000000,325222000000,3/18/2016,6,8:12:53 PM,29:00:00,Brussels,1120,LIVVERSIDGE,INAYAT,Riga,1004,WEAVER,HARRY
329593000000,325222000000,2/22/2017,4,3:30:35 PM,30:00:00,Brussels,1120,DUGAN,SOHINA,Oslo,150,ROGERS,CIARAN
329596000000,325222000000,2/8/2016,2,2:09:27 AM,34:00:00,Brussels,1000,NINDA,ASEO,Stockholm,112 52,WEAVER,HASAN
329538000000,325223000000,6/11/2016,7,5:51:04 PM,22:00,Brussels,1120,DELAPANOSTA,IHRIG,Lyon,69002,LAWRENCE,ZAKARIA
329532000000,325223000000,8/16/2017,4,5:04:16 AM,15:00,Brussels,1000,GEIBEL,ATAMA,Frankfurt,60308,LAWRENCE,ABBY
329589000000,325223000000,5/9/2017,3,6:08:41 AM,46:00:00,Brussels,1040,BUCAT,KASZUBA,Prague,104 00,SHELTON,LACEY
329327000000,325223000000,4/9/2017,1,12:23:10 PM,27:00:00,Brussels,1040,ELERAY,BOSSART,Oslo,154,HARVEY,YASIN
329329000000,325223000000,1/4/2016,2,6:03:04 PM,46:00:00,Brussels,1000,CRAYFORD,CETIM,Stockholm,111 29,HARVEY,ZAKARIA
329354000000,325223000000,10/5/2017,5,3:17:28 AM,2:00,Brussels,1000,CHALABI,NIT,Prague,109 00,WHEELER,LAYTON
329350000000,325223000000,2/17/2017,6,7:30:42 PM,46:00:00,Brussels,1083,FEISTER,KOBLA,Moscow,105120,MEYER,SPENCER
329303000000,325223000000,4/1/2016,6,3:34:13 PM,22:00,Brussels,1000,MCQUAKERR,IRSHOD EVE,Prague,109 00,BIRD,JESSIE
329306000000,325222000000,3/15/2016,3,8:09:13 AM,50:00:00,Brussels,1000,HAMMAMEN,TOIVO,Riga,1004,HALL,JESSIE
329368000000,325222000000,3/30/2016,4,4:41:18 PM,11:00,Brussels,1050,EYLESE,DULWINDER,Prague,128 00,MCCOY,LAYTON
329362000000,325222000000,1/10/2017,3,6:02:29 AM,37:00:00,Brussels,1110,PEMARKU,NAARINDERPAAL,Frankfurt,60313,HALL,HARRY
329379000000,325222000000,9/13/2017,4,4:34:00 AM,38:00:00,Brussels,1180,HULAIT,CORDIA,Stockholm,113 53,DOYLE,ANISA
329317000000,325222000000,1/21/2016,5,9:03:38 PM,30:00:00,Brussels,1180,MARCHELEWSKI,NORZILA,Turin,10134,MULLINS,LACEY
329319000000,325222000000,1/12/2016,3,6:38:20 PM,6:00,Brussels,1180,MARCHELEWSKI,CHAMMAAK,Birmingham,B4 6DZ,MARTIN,HUGA
329344000000,325222000000,5/11/2017,5,1:44:12 PM,11:00,Brussels,1000,BEILFUS-UTT,JANY,Oslo,10,SHELTON,HASAN
329340000000,325222000000,7/6/2016,4,7:21:04 PM,15:00,Brussels,1040,BALDUS,KAPAAL,Frankfurt,60433,DREW,HARRY
329393000000,325222000000,1/4/2016,2,5:34:22 AM,1:00,Brussels,1050,DESRUELES,INDYA,Riga,1004,CLARK,ANISA
329396000000,325222000000,5/23/2016,2,5:24:32 PM,8:00,Brussels,1000,DEBONO,MARAJ,Lyon,69005,ARMSTRONG,HASAN
329338000000,325220000000,3/26/2016,7,11:21:53 AM,16:00,Brussels,1120,A'LINNIA,SHPETIM,Turin,10134,MCCOY,ABBY
329332000000,325220000000,6/24/2017,7,9:52:00 PM,38:00:00,Brussels,1000,MILSDUNE,HW,Prague,109 00,ARMSTRONG,FRANKIE
329389000000,325220000000,12/20/2017,4,8:57:08 PM,15:00,Brussels,1110,MANDIA,W B,Birmingham,B4 6DZ,GRAHAM,YASIN
329927000000,325220000000,3/13/2017,2,1:10:22 PM,36:00:00,Brussels,1110,KATIHABWA,SAJDA,Lyon,69009,ROSALES,YASIN
329929000000,325220000000,3/26/2016,7,3:52:32 PM,54:00:00,Brussels,1110,LOVEMAN,BURDUS,Lyon,69004,RAY,KYE
329954000000,325220000000,12/2/2016,6,7:47:16 AM,15:00,Brussels,1000,CORRAS,JIRMAL,Birmingham,B5 4RT,DREW,ABBY
329950000000,325220000000,12/2/2017,7,3:25:38 PM,43:00:00,Brussels,1000,BIRCHER,EHUL,Moscow,105043,BIRD,ANISA
329903000000,325220000000,1/24/2016,1,12:35:39 PM,59:00:00,Brussels,1000,ANSAMM,EHUL,Oslo,184,MARTIN,ZAKARIA
329906000000,325220000000,6/6/2016,2,7:31:00 PM,35:00:00,Brussels,1120,ADAMCIK,NEJAG,Birmingham,B4 6DZ,HALL,KYE
329968000000,325220000000,2/26/2016,6,11:44:47 PM,38:00:00,Brussels,1110,MYLINN,MILIIM,Frankfurt,60386,GRAHAM,ZAKARIA
329962000000,325220000000,12/28/2016,4,2:47:54 AM,39:00:00,Brussels,1110,MATHIA,VIGNEAN,Frankfurt,60308,HALL,ZAKARIA
329979000000,325220000000,4/2/2016,7,9:37:20 PM,48:00:00,Brussels,1000,FLAK,ASAYA,Birmingham,B4 6DZ,WILLIAMSON,ESME
329917000000,325221000000,3/21/2017,3,1:51:01 PM,28:00:00,Brussels,1110,BORAYO,MUSTASAMA,Prague,128 00,ROGERS,ABBY
329919000000,325221000000,12/15/2016,5,2:28:21 PM,7:00,Brussels,1110,DIETLINN,INITIAZ,Stockholm,113 53,DREW,LAYTON
329944000000,325221000000,3/14/2017,3,5:20:00 PM,15:00,Brussels,1110,BODDILLY,VINOTH EYE,Frankfurt,60316,WEAVER,FRANKIE
329940000000,325221000000,1/6/2016,4,7:50:01 AM,36:00:00,Brussels,1083,CADORET,SHIVV,Prague,104 00,WHEELER,HUGA
329993000000,325221000000,8/24/2017,5,2:22:10 PM,58:00:00,Brussels,1000,HISLOP,ADDALINNE,Prague,101 00,MULLINS,SYLVIA
329996000000,325221000000,9/11/2016,1,12:50:32 PM,5:00,Brussels,1083,COSERANE,HARSHUKHLAL,Stockholm,112 57,MEYER,SPENCER
329938000000,325221000000,12/26/2017,3,9:58:39 PM,51:00:00,Brussels,1110,MYLINN,MILIIM,Prague,128 00,SHELTON,SPENCER
329932000000,325221000000,5/11/2017,5,9:34:14 PM,10:00,Brussels,1110,FANARAGIV,DODDOU,Oslo,150,CLARK,CIARAN
329989000000,325221000000,11/18/2016,6,7:26:06 AM,27:00:00,Brussels,1201,DELAGARDE,JAWALD,Stockholm,114 60,WEAVER,ESME
329627000000,325221000000,10/18/2017,4,12:44:42 AM,7:00,Brussels,1201,EADLEY,YASSEM,Frankfurt,60316,SHELTON,FRANKIE
329629000000,325221000000,4/8/2017,7,11:04:34 AM,59:00:00,Brussels,1201,EADLEY,RAZAHUSEIN,Riga,1019,WILLIAMSON,LACEY
329654000000,325221000000,7/31/2016,1,4:49:10 AM,22:00,Brussels,1201,EADLEY,DILRUBA DANEKKA,Oslo,154,MEYER,FELIX
329650000000,325221000000,5/28/2017,1,9:08:01 PM,32:00:00,Brussels,1200,LILLER,ERBE GERTRUDE,Stockholm,114 60,HALL,CIARAN
329603000000,325221000000,5/31/2017,4,2:26:32 AM,27:00:00,Brussels,1040,SKANDAR,EYSTER,Birmingham,B2 4BJ,MARTIN,FRANKIE
329606000000,325221000000,8/11/2016,5,2:55:33 AM,9:00,Brussels,1000,BARRUGH,FIRAAS,Lyon,69008,BIRD,ZAKARIA
329668000000,325221000000,9/23/2016,6,6:18:54 AM,6:00,Brussels,1120,BIDLESTONE,IHRIG,Stockholm,111 29,CLARK,SPENCER
329662000000,325221000000,9/20/2016,3,6:19:30 PM,19:00,Brussels,1120,SHACKEL,YANTE,Frankfurt,60313,ARMSTRONG,ANISA
329679000000,325221000000,10/16/2017,2,2:32:34 AM,54:00:00,Brussels,1120,KACZMAARYK,ABBOD,Stockholm,113 53,HALL,SPENCER
329617000000,325221000000,8/7/2017,2,8:07:45 PM,5:00,Brussels,1000,HANJI,VEROINICA,Stockholm,114 60,MEYER,LISA
329619000000,325221000000,5/8/2017,2,1:28:38 AM,7:00,Brussels,1120,HEUER-CLEWIT,YANTE,Riga,1004,DREW,YASIN
329644000000,325221000000,8/18/2017,6,3:02:05 PM,36:00:00,Brussels,1120,BIDLESTONE,IHRIG,Turin,10121,WILLIAMSON,JESSIE
329640000000,325221000000,10/23/2017,2,4:39:27 PM,49:00:00,Brussels,1150,NURAJ,XINQI,Frankfurt,60433,SHELTON,ABBY
329693000000,325221000000,4/20/2017,5,8:58:03 PM,42:00:00,Brussels,1150,KOPMANN,SURDEVI,Turin,10134,ARMSTRONG,LISA
329696000000,325221000000,1/12/2016,3,7:34:59 PM,21:00,Brussels,1150,CESLA,ISSAD,Prague,128 00,ROSALES,JESSIE
329638000000,325221000000,11/11/2017,7,2:41:03 AM,2:00,Brussels,1150,SEARCE,MILOJE,Prague,119 00,HARVEY,ANISA
329632000000,325221000000,5/26/2016,5,6:54:48 AM,34:00:00,Brussels,1083,OZFARIS,AMALEA,Prague,119 00,HALL,LAYTON
329689000000,325221000000,1/22/2017,1,6:26:11 PM,48:00:00,Brussels,1083,OZFARIS,TINATIN,Lyon,69002,BIRD,SPENCER
329827000000,325221000000,10/9/2016,1,8:39:33 PM,11:00,Brussels,1120,MAZZELANN,IVIS,Riga,1004,WHEELER,JESSIE
329829000000,325221000000,1/9/2016,7,10:39:36 PM,40:00:00,Brussels,1000,CHARTON-PHILPOTS,ROYCE,Prague,109 00,RAY,HASAN
329854000000,325221000000,2/8/2016,2,2:42:19 PM,41:00:00,Brussels,1000,KENET,JAHANGER,Prague,119 00,GRAHAM,HASAN
329850000000,325221000000,10/7/2016,6,4:32:53 AM,3:00,Brussels,1150,BARTIMOTE,THISEAS,Oslo,159,GRAHAM,LISA
329803000000,325221000000,4/29/2017,7,2:21:39 PM,21:00,Brussels,1150,CORVIN,KULDISH,Turin,10138,CLARK,CIARAN
329806000000,325221000000,8/5/2017,7,4:56:33 AM,29:00:00,Brussels,1150,BRADIE,ELBBRO,Lyon,69004,WEAVER,LUCIA
329868000000,325221000000,6/20/2016,2,3:37:23 PM,2:00,Brussels,1150,CLEUGH,GRUB SENAL,Stockholm,114 60,BIRD,HARRY
329862000000,325221000000,9/8/2017,6,2:54:26 AM,31:00:00,Brussels,1150,REDDINGS,PARVANI,Frankfurt,60433,WILLIAMSON,HUGA
329879000000,325221000000,5/6/2016,6,12:59:12 PM,59:00:00,Brussels,1150,GUBLEER,ARDIZONE,Birmingham,B4 6DZ,MCCOY,LISA
329817000000,325221000000,11/19/2017,1,7:42:31 AM,57:00:00,Brussels,1150,BIUNDO,CELSUS,Prague,128 00,ROSALES,LISA
329819000000,325221000000,8/1/2016,2,1:13:00 AM,25:00:00,Brussels,1150,KATRIANA,IVIS,Moscow,105077,MEYER,HUGA
329844000000,325221000000,12/28/2017,5,5:44:55 PM,2:00,Brussels,1201,SINGHBANSAL,AMRITAPAL,Stockholm,111 29,DREW,ESME
329840000000,325221000000,4/20/2017,5,4:44:38 AM,46:00:00,Brussels,1000,BOBOLA,JOMMO,Turin,10125,BIRD,KYE
329893000000,325221000000,4/17/2017,2,9:05:25 PM,32:00:00,Brussels,1110,BECKLES,WAZIK,Prague,109 00,MCCOY,SYLVIA
329896000000,325220000000,8/8/2017,3,4:55:02 PM,56:00:00,Brussels,1083,MOKLERR,KIRRANDIP,Frankfurt,60313,SHELTON,LACEY
329838000000,325220000000,12/12/2016,2,10:22:15 PM,15:00,Brussels,1040,CHAIN,SAVERIA LILE,Birmingham,B5 5TR,WEAVER,ESME
329832000000,325220000000,11/20/2017,2,9:46:51 PM,35:00:00,Brussels,1150,CHIAPPETTA,GENORE,Moscow,105120,DREW,FELIX
329889000000,325220000000,1/12/2017,5,9:29:30 PM,29:00:00,Brussels,1150,DILLS,RAKINDER,Frankfurt,60316,DREW,LAYTON
329027000000,325220000000,7/17/2016,1,6:29:58 AM,19:00,Brussels,1040,LEVENGER,FUI,Turin,10129,HARVEY,FELIX
329029000000,325220000000,11/25/2017,7,9:49:54 PM,58:00:00,Brussels,1000,MERVIN,MPHATSO,Riga,1004,DREW,LAYTON
329054000000,325220000000,8/17/2017,5,2:00:34 AM,32:00:00,Brussels,1180,JAJJI,AMBI LEIB PIEE,Moscow,123100,WHEELER,AMBER
329050000000,325220000000,6/23/2016,5,8:16:12 PM,20:00,Brussels,1044,CARSONNS,DEMBO,Prague,101 00,ARMSTRONG,CIARAN
329003000000,325220000000,4/25/2016,2,2:57:21 PM,6:00,Brussels,1000,FESPERMAN,LAXIIM ARDIF,Frankfurt,60433,WILLIAMSON,ESME
329006000000,325220000000,4/24/2016,1,2:41:16 PM,54:00:00,Brussels,1040,GIGLIA,DESH-LAON,Birmingham,B2 4AY,RAY,LACEY
329068000000,325220000000,1/13/2017,6,5:16:41 PM,54:00:00,Brussels,1040,COUGHLIN,FUZUL,Turin,10125,MEYER,KYE
329062000000,325220000000,1/29/2017,1,4:11:05 PM,10:00,Brussels,1150,AURICH,MEKANY,Prague,109 00,ROSALES,ESME
329079000000,325220000000,11/30/2017,5,9:03:25 AM,59:00:00,Brussels,1150,BROVRINGTON,DILIPKUMAR,Lyon,69005,WEAVER,ZAKARIA
329017000000,325220000000,3/18/2016,6,2:00:02 AM,25:00:00,Brussels,1150,BROVRINGTON,RENGANATHAN,Frankfurt,60433,LAWRENCE,HUGA
329019000000,325220000000,5/28/2016,7,4:06:43 PM,2:00,Brussels,1000,LEDDER,BELETKACHEW,Moscow,105043,SHELTON,ANISA
329044000000,325220000000,7/24/2016,1,2:48:53 AM,24:00:00,Brussels,1000,KOTONI,DEVRED TAJJWAR,Frankfurt,60316,WHEELER,LACEY
329040000000,325221000000,8/28/2016,1,3:28:12 AM,5:00,Brussels,1083,URRION,JOYED,Riga,1004,MULLINS,HASAN
329093000000,325221000000,8/6/2016,7,9:32:25 AM,57:00:00,Brussels,1000,FLITCROFT,EMCH,Turin,10134,MARTIN,LISA
329096000000,325221000000,8/8/2017,3,8:20:07 PM,52:00:00,Brussels,1000,CONNIFF,FAJON,Stockholm,114 60,DOYLE,HASAN
329038000000,325221000000,4/30/2016,7,5:23:08 AM,26:00:00,Brussels,1000,CULO,IMBERJIT,Moscow,105120,GRAHAM,ABBY
329032000000,325221000000,10/17/2017,3,6:27:39 AM,53:00:00,Brussels,1000,CONNIFF,FAJON,Stockholm,112 52,BIRD,CIARAN
329089000000,325221000000,9/2/2016,6,10:45:13 AM,20:00,Brussels,1000,CULO,IMBERJIT,Riga,1013,DOYLE,JESSIE
329727000000,325221000000,10/3/2016,2,7:50:20 AM,25:00:00,Brussels,1000,ARZT,MALUCT,Frankfurt,60433,WILLIAMSON,ABBY
329729000000,325221000000,5/29/2017,2,9:12:26 AM,53:00:00,Brussels,1110,NEELKEN,AZEER,Moscow,103274,HALL,AMBER
329754000000,325221000000,7/29/2016,6,2:01:28 AM,5:00,Brussels,1110,LAVVERACK,JONH,Frankfurt,60386,SHELTON,FELIX
329750000000,325221000000,3/27/2017,2,10:05:17 AM,47:00:00,Brussels,1120,HOLERN,SIRIIA,Birmingham,B5 5TR,ROSALES,ABBY
329703000000,325221000000,5/23/2017,3,12:28:03 PM,34:00:00,Brussels,1200,COLTANN,PHILANDA,Stockholm,112 57,GRAHAM,LUCIA
329706000000,325221000000,5/13/2017,7,2:07:18 PM,41:00:00,Brussels,1200,DAVVENPORT,NANAKJIT,Stockholm,112 57,WHEELER,ABBY
329768000000,325221000000,7/2/2016,7,12:55:33 PM,6:00,Brussels,1150,GLOVIER,VS,Stockholm,112 57,ROGERS,HARRY
329762000000,325221000000,7/12/2016,3,5:31:13 PM,40:00:00,Brussels,1150,GLOVIER,TARPRETTA,Turin,10138,DREW,HARRY
329779000000,325221000000,6/15/2017,5,3:14:25 AM,59:00:00,Brussels,1150,VAHAB,NYRAAN,Oslo,150,GRAHAM,LACEY
329717000000,325221000000,4/29/2016,6,1:10:16 AM,39:00:00,Brussels,1150,TWENN,MAYURRA,Riga,1013,SHELTON,LUCIA
329719000000,325221000000,2/6/2016,7,11:33:01 AM,53:00:00,Brussels,1150,TWENN,CENGIZ,Birmingham,B4 6DZ,HALL,FRANKIE
329744000000,325221000000,1/28/2016,5,2:15:34 PM,58:00:00,Brussels,1150,VAHAB,NYRAAN,Lyon,69002,ROGERS,HUGA
329740000000,325221000000,6/26/2017,2,1:07:24 PM,28:00:00,Brussels,1150,GLOVIER,VS,Turin,10129,HALL,ZAKARIA
329793000000,325220000000,7/5/2017,4,5:10:01 AM,25:00:00,Brussels,1200,SINGVAIR,SADHNA,Frankfurt,60308,MARTIN,JESSIE
329796000000,325220000000,3/11/2016,6,7:13:12 PM,17:00,Brussels,1200,CIRONE,NISMANJIT,Birmingham,B5 5TR,WILLIAMSON,HARRY
329738000000,325220000000,7/10/2016,1,1:24:45 AM,20:00,Brussels,1110,TWORKOWSKI,DORCELA,Oslo,159,WEAVER,ABBY
329732000000,325220000000,9/30/2017,7,5:52:16 PM,17:00,Brussels,1110,GODHEW,KEYION,Prague,119 00,ARMSTRONG,CIARAN
329789000000,325220000000,1/31/2016,1,5:07:41 AM,57:00:00,Brussels,1110,GODHEW,KEWEL,Stockholm,114 60,DREW,SYLVIA
329127000000,325220000000,12/5/2016,2,4:24:35 AM,51:00:00,Brussels,1110,GODHEW,ANTAEUA DEON,Lyon,69004,MEYER,HARRY
329129000000,325220000000,1/29/2017,1,7:34:16 AM,50:00:00,Brussels,1083,GEGGA,JASMALINNE AMALASAND,Oslo,150,MCCOY,ANISA
329154000000,325220000000,5/11/2016,4,1:42:55 PM,33:00:00,Brussels,1082,ALNABABTAH,CLEMSON,Birmingham,B5 4RT,WHEELER,JESSIE
329150000000,325220000000,2/25/2016,5,4:03:54 PM,2:00,Brussels,1083,BORDESS,TORAJ ESHAM,Moscow,105077,WHEELER,HARRY
329103000000,325220000000,4/13/2017,5,11:15:03 PM,39:00:00,Brussels,1083,BORDESS,TORAJ ESHAM,Frankfurt,60386,WHEELER,YASIN
329106000000,325220000000,3/27/2017,2,9:49:34 AM,40:00:00,Brussels,1120,MCQUICCAN,UMBERDRAZ,Stockholm,112 57,MARTIN,ABBY
329168000000,325220000000,4/8/2016,6,5:42:50 AM,36:00:00,Brussels,1120,CHALIMAN,MAYR,Riga,1013,WHEELER,ANISA
329162000000,325220000000,2/25/2017,7,1:39:15 PM,7:00,Brussels,1000,SCARRY,MULK,Lyon,69009,HALL,ABBY
329179000000,325220000000,8/26/2017,7,7:33:47 AM,43:00:00,Brussels,1083,BORDESS,TORAJ ESHAM,Stockholm,112 57,SHELTON,HUGA
329117000000,325220000000,10/27/2016,5,2:27:44 PM,0:00,Brussels,1000,KILBILSKI,NAVINI,Stockholm,112 52,HALL,HUGA
329119000000,325220000000,1/14/2017,7,12:01:30 AM,34:00:00,Brussels,1000,KAHN,KIHM,Oslo,150,BIRD,JESSIE
329144000000,325220000000,5/24/2017,4,9:27:32 AM,1:00,Brussels,1000,KAHN,KIHM,Stockholm,114 60,MULLINS,ABBY
329140000000,325220000000,5/24/2017,4,9:53:57 AM,9:00,Brussels,1000,KILBILSKI,NAVINI,Frankfurt,60308,HALL,FELIX
329193000000,325221000000,11/20/2016,1,8:52:46 AM,54:00:00,Brussels,1083,GULACSI,CHUC,Riga,1004,SHELTON,LISA
329196000000,325221000000,6/19/2016,1,4:56:59 AM,25:00:00,Brussels,1000,CLADDERLEY,ODELIA,Stockholm,112 52,DREW,HASAN
329138000000,325221000000,1/17/2017,3,4:07:39 PM,17:00,Brussels,1000,IONDA,THELMA,Stockholm,114 60,ROSALES,FELIX
329132000000,325221000000,2/9/2016,3,11:58:50 AM,54:00:00,Brussels,1000,DWYER,RANAJJIT,Turin,10129,HARVEY,KYE
329189000000,325221000000,8/1/2017,3,12:35:56 AM,35:00:00,Brussels,1000,WILBIG,RUFIO,Stockholm,114 60,ROGERS,SPENCER
329427000000,325221000000,6/17/2017,7,5:42:08 AM,38:00:00,Brussels,1083,COWSERR,RUSTANA,Prague,128 00,ARMSTRONG,ZAKARIA
329429000000,325221000000,8/17/2017,5,6:26:08 PM,7:00,Brussels,1180,BUUS,TASAWER,Birmingham,B2 4AY,WILLIAMSON,CIARAN
329454000000,325221000000,3/2/2016,4,1:33:02 AM,32:00:00,Brussels,1180,AH-DAMEYER,THITHOA,Oslo,184,MULLINS,ZAKARIA
329450000000,325221000000,1/28/2017,7,1:00:10 AM,43:00:00,Brussels,1180,AH-DAMEYER,MAOW,Turin,10129,GRAHAM,FELIX
329403000000,325221000000,7/12/2017,4,8:34:38 AM,41:00:00,Brussels,1180,WIJESINGHE,KALIMUR,Prague,101 00,ROGERS,ANISA
329406000000,325221000000,5/7/2017,1,1:48:27 PM,12:00,Brussels,1000,PIT,SHAVER,Prague,119 00,GRAHAM,HASAN
329468000000,325221000000,2/25/2017,7,6:23:05 AM,50:00:00,Brussels,1000,SERNDET,SYREA,Prague,104 00,ROSALES,HARRY
